code_id,threshold,synthetic_recoveries,synthetic_trials,synthetic_recovery_fraction,background_events,exposure_hours,false_events_per_hour,engineering_check_only
iso8_matched,0.6650000000000003,2276,2563,0.88802184939524,148,177.1327777777778,0.8355314124056341,True
iso8_matched,0.6700000000000002,2267,2563,0.8845103394459618,129,177.1327777777778,0.7282672445968027,True
iso8_matched,0.6750000000000003,2261,2563,0.8821693328131096,113,177.1327777777778,0.6379395243367342,True
iso8_matched,0.6800000000000002,2255,2563,0.8798283261802575,104,177.1327777777778,0.5871301816904456,True
iso8_matched,0.6850000000000003,2250,2563,0.8778774873195474,86,177.1327777777778,0.4855114963978685,True
iso8_matched,0.6900000000000002,2241,2563,0.8743659773702692,78,177.1327777777778,0.4403476362678342,True
iso8_matched,0.6950000000000003,2237,2563,0.8728053062817012,69,177.1327777777778,0.38953829362154563,True
iso8_matched,0.7000000000000002,2234,2563,0.8716348029652751,59,177.1327777777778,0.3330834684590028,True
iso8_matched,0.7050000000000003,2225,2563,0.8681232930159969,54,177.1327777777778,0.30485605587773135,True
iso8_matched,0.7100000000000002,2219,2563,0.8657822863831448,45,177.1327777777778,0.2540467132314428,True
iso8_matched,0.7150000000000003,2211,2563,0.8626609442060086,39,177.1327777777778,0.2201738181339171,True
iso8_matched,0.7200000000000002,2209,2563,0.8618806086617246,31,177.1327777777778,0.17500995800388283,True
iso8_matched,0.7250000000000003,2200,2563,0.8583690987124464,27,177.1327777777778,0.15242802793886567,True
iso8_matched,0.7300000000000002,2192,2563,0.8552477565353102,22,177.1327777777778,0.12420061535759426,True
iso8_matched,0.7350000000000003,2185,2563,0.852516582130316,19,177.1327777777778,0.10726416780883141,True
iso8_matched,0.7400000000000002,2177,2563,0.8493952399531799,14,177.1327777777778,0.07903675522755998,True
iso8_matched,0.7450000000000003,2164,2563,0.8443230589153335,12,177.1327777777778,0.06774579019505142,True
iso8_matched,0.7500000000000002,2154,2563,0.8404213811939134,9,177.1327777777778,0.050809342646288565,True
iso8_matched,0.7550000000000003,2140,2563,0.8349590323839251,6,177.1327777777778,0.03387289509752571,True
iso8_matched,0.7600000000000002,2125,2563,0.8291065158017947,5,177.1327777777778,0.028227412581271424,True
iso8_matched,0.7650000000000003,2113,2563,0.8244245025360906,5,177.1327777777778,0.028227412581271424,True
iso8_matched,0.7700000000000002,2100,2563,0.8193523214982442,4,177.1327777777778,0.022581930065017138,True
iso8_matched,0.7750000000000004,2088,2563,0.8146703082325399,4,177.1327777777778,0.022581930065017138,True
iso8_matched,0.7800000000000002,2068,2563,0.8068669527896996,3,177.1327777777778,0.016936447548762855,True
iso8_matched,0.7850000000000004,2050,2563,0.7998439328911432,1,177.1327777777778,0.005645482516254284,True
iso8_matched,0.7900000000000003,2033,2563,0.7932110807647288,0,177.1327777777778,0.0,True
iso8_matched,0.7950000000000004,2017,2563,0.7869683964104565,0,177.1327777777778,0.0,True
iso8_matched,0.8000000000000003,2002,2563,0.7811158798283262,0,177.1327777777778,0.0,True
iso8_matched,0.8050000000000004,1976,2563,0.7709715177526336,0,177.1327777777778,0.0,True
iso8_matched,0.8100000000000003,1958,2563,0.7639484978540773,0,177.1327777777778,0.0,True
iso8_matched,0.8150000000000004,1932,2563,0.7538041357783847,0,177.1327777777778,0.0,True
