relative_path,channel_index,channel_name,mne_channel_type,name_inferred_channel_type
Data/PSG/s_04/c_05/morningnap_singlepart.edf,105,TPP8h,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,106,PPO1h,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,107,PPO2h,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,108,PPO5h,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,109,PPO6h,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,110,PO7,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,111,PO8,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,112,POO1,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,113,POO2,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,114,P9,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,115,P10,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,116,SI5,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,117,SI6,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,118,PO9,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,119,PO10,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,120,I1,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,121,I2,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,122,SI3,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,123,SI4,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,124,AFz,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,125,CPz,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,126,Iz,eeg,eeg
Data/PSG/s_04/c_05/morningnap_singlepart.edf,127,IIz,eeg,eeg
