dataset_role,dataset_label,operating_point,requested_recovery_fraction,matched_calibration_recoveries,matched_calibration_trials,matched_calibration_recovery_fraction,code_role,code_id,threshold,background_storage_floor,synthetic_recoveries,synthetic_trials,synthetic_recovery_fraction,synthetic_exact_lower,synthetic_exact_upper,background_scope,background_events,exposure_hours,false_events_per_hour,poisson_lower_per_hour,poisson_upper_per_hour,engineering_check_only
sc_95_threshold_transport_descriptive,sleep_edf_st_placebo,0,0.95,2435,2563,0.9500585251658213,candidate,sync8_c0,0.5434436373792657,0.0,415,440,0.9431818181818182,0.9172650673218911,0.9628964841705716,rem,247,34.23722222222222,7.214370324695345,6.342645331719436,8.172436101027275,True
sc_95_threshold_transport_descriptive,sleep_edf_st_placebo,0,0.95,2435,2563,0.9500585251658213,control,iso8_matched,0.4520665808644019,0.0,421,440,0.9568181818181818,0.9333856991329583,0.9738046768236422,rem,575,34.23722222222222,16.794586788258393,15.449732297104761,18.22516451927896,True
